Plant_Name,Nutrient_Requirement (mg/L),Hormone_Requirement (mg/L),Temperature (°C),pH_Level,Light_Intensity (lux),Contamination_Sensitivity,Recommended_Media
Apple,92.74,0.26,18.21,5.03,1028.38,High,White
Rose,309.49,2.58,29.29,7.42,3785.59,Medium,Nitsch
Orchid,237.47,4.13,29.4,6.91,4710.41,Low,Gamborg
Cactus,51.36,1.21,28.89,5.57,2268.73,Medium,Nitsch
Mango,86.32,0.76,16.43,6.07,1058.34,High,Nitsch
Tulip,91.12,0.24,29.85,7.39,1989.35,Low,White
Wheat,43.46,0.45,26.31,7.3,2901.86,High,B5
Orchid,336.26,2.0,23.46,5.9,4313.26,Medium,Murashige & Skoog
Tulip,88.96,0.98,15.41,7.1,2503.54,Low,B5
Orchid,152.57,4.47,19.24,7.38,4163.24,High,Nitsch
Mango,62.21,0.57,26.38,5.71,1706.1,High,B5
Mango,46.08,0.79,27.35,7.22,2089.01,Low,White
Mango,26.75,0.4,27.83,5.52,1142.32,Medium,Gamborg
Cactus,119.0,0.69,27.4,5.12,2453.5,Low,B5
Bamboo,72.74,2.25,23.09,5.71,1850.46,Low,White
Apple,10.0,0.47,22.84,5.14,2946.16,High,White
Bamboo,84.56,0.5,25.94,7.42,1448.59,High,Nitsch
Apple,86.36,0.48,19.54,5.81,2425.24,High,Gamborg
Apple,43.38,0.91,27.1,7.46,2508.5,Low,White
Mango,69.49,0.17,23.17,6.77,1334.64,High,Murashige & Skoog
Orchid,385.67,1.17,18.98,6.5,3593.12,Low,Gamborg
Cactus,134.01,2.06,25.63,5.43,2944.84,High,B5
Mango,26.22,0.19,27.05,5.31,1250.25,Low,Murashige & Skoog
Orchid,109.26,1.21,17.13,5.53,4330.29,Low,Nitsch
Tomato,67.83,2.03,25.07,6.09,2098.62,Low,Gamborg
Tulip,24.67,0.81,26.02,5.96,1050.39,High,B5
Orchid,391.08,2.75,18.52,6.76,4634.26,Low,Murashige & Skoog
Orchid,262.22,2.72,19.63,6.21,3236.98,Medium,Gamborg
Tomato,192.87,0.95,28.19,7.02,2354.3,High,B5
Mango,83.48,0.55,16.06,5.78,2870.59,Medium,Gamborg
Tomato,51.82,1.85,15.78,6.37,1575.27,High,White
Orchid,380.5,2.72,28.17,6.51,3494.26,Low,B5
Apple,71.69,0.4,15.85,5.93,2888.9,Low,Nitsch
Fern,76.01,0.2,26.71,6.96,2202.21,Low,B5
Tulip,92.33,0.11,21.75,7.44,1206.24,Medium,White
Apple,76.41,0.73,21.34,5.87,1795.22,High,Gamborg
Tulip,56.51,0.77,24.46,6.37,2379.56,Medium,Gamborg
Wheat,16.93,0.17,29.27,5.74,1184.13,High,Nitsch
Tomato,147.28,1.03,15.23,7.41,1501.79,Medium,Nitsch
Apple,73.6,0.65,19.69,5.68,2195.34,Low,Nitsch
Orchid,135.12,2.8,24.18,5.53,4878.11,Low,Nitsch
Mango,62.88,0.73,25.2,6.02,1030.79,High,Murashige & Skoog
Apple,50.52,0.96,20.99,7.1,1377.08,Medium,Murashige & Skoog
Tulip,10.75,0.49,16.39,6.87,2829.1,High,Nitsch
Apple,49.45,1.0,18.44,6.37,2341.35,Medium,Nitsch
Mango,68.86,0.84,15.75,7.28,1059.01,Low,Murashige & Skoog
Cactus,61.57,2.32,20.32,6.06,1430.69,Low,Gamborg
Rose,211.66,2.33,28.27,5.96,3987.0,High,Gamborg
Mango,28.03,0.66,26.14,6.84,2042.9,High,B5
Orchid,376.23,3.34,23.07,5.67,3736.9,Medium,Murashige & Skoog
Cactus,149.97,2.07,21.82,6.58,1496.77,Medium,Nitsch
Tulip,54.95,0.58,17.17,6.96,1838.78,High,Gamborg
Tulip,11.97,0.37,22.54,5.14,1982.19,High,Murashige & Skoog
Wheat,74.17,0.11,21.13,7.31,1223.76,Low,White
Orchid,155.69,3.66,28.23,7.04,4370.27,High,Nitsch
Cactus,51.19,2.35,21.65,6.38,1509.76,Low,B5
Bamboo,180.9,2.16,18.24,7.02,2572.72,Medium,Nitsch
Tulip,43.62,0.34,18.48,5.8,2807.12,Medium,Gamborg
Tomato,102.33,1.54,26.92,7.21,1689.56,High,Murashige & Skoog
Fern,36.63,0.51,21.17,6.8,1769.61,High,White
Orchid,322.19,4.45,22.98,6.97,3593.57,Medium,Murashige & Skoog
Orchid,203.57,2.66,25.99,7.2,3242.99,High,Gamborg
Tomato,83.35,1.54,24.12,5.61,1115.46,Medium,Gamborg
Fern,29.76,0.96,24.24,6.39,1831.55,Medium,Murashige & Skoog
Tomato,151.85,1.32,26.3,5.51,1655.1,Low,Murashige & Skoog
Rose,106.64,4.78,25.45,6.24,4866.25,High,B5
Orchid,161.88,2.57,28.44,5.51,4015.61,Low,Murashige & Skoog
Orchid,283.4,4.43,25.1,6.02,4771.24,High,Gamborg
Tulip,32.79,0.11,25.85,6.34,2672.24,Low,Murashige & Skoog
Tomato,69.11,1.07,22.97,6.28,2641.2,Low,White
Tomato,52.01,1.32,24.72,5.04,1561.76,Medium,Nitsch
Apple,76.88,0.86,23.18,7.45,1900.96,Low,White
Fern,49.01,1.0,23.39,5.8,1440.22,Medium,Gamborg
Wheat,43.26,0.52,25.84,6.64,2417.53,High,Gamborg
Rose,298.51,2.94,15.08,7.01,4545.62,High,Gamborg
Apple,62.29,0.48,23.22,6.3,1700.41,Medium,Nitsch
Orchid,104.39,1.83,25.7,5.97,4324.97,High,Nitsch
Fern,77.5,0.92,26.38,6.49,2308.27,Medium,White
Cactus,144.86,0.81,22.11,6.79,1541.89,High,Nitsch
Apple,31.74,0.29,21.37,7.27,2014.12,High,Murashige & Skoog
Tulip,72.65,0.44,27.33,6.65,2592.48,Medium,Murashige & Skoog
Tomato,190.86,1.77,19.87,5.67,1381.85,Medium,Nitsch
Bamboo,173.57,0.63,26.65,7.05,1923.05,High,Nitsch
Tulip,72.91,0.43,21.49,5.08,1519.15,Medium,White
Cactus,183.27,2.15,24.45,7.15,2567.54,Low,Nitsch
Mango,28.1,0.56,26.04,6.09,2333.54,Medium,B5
Mango,32.41,0.62,16.01,5.24,2997.79,High,White
Tulip,10.51,0.52,23.57,5.76,1636.21,High,Nitsch
Cactus,167.56,1.63,19.69,6.64,1464.04,Medium,Nitsch
Mango,66.14,0.79,15.58,7.09,2239.05,High,Gamborg
Cactus,179.66,1.67,23.71,7.48,2513.46,High,Nitsch
Rose,312.22,2.56,18.43,6.49,4856.36,Medium,B5
Wheat,65.67,0.67,22.04,6.11,1988.3,Medium,Murashige & Skoog
Tulip,74.36,0.63,15.8,6.14,2349.57,High,B5
Mango,94.75,0.25,22.51,6.73,2394.27,Low,B5
Fern,24.06,0.67,23.99,5.45,2410.28,Medium,B5
Orchid,351.21,1.68,15.29,6.95,4219.39,High,Nitsch
Mango,82.25,0.96,23.04,6.22,1803.77,Low,B5
Cactus,175.07,1.79,16.18,6.85,1189.82,High,Nitsch
Fern,73.24,0.16,18.46,7.29,2232.63,High,Gamborg
Wheat,55.14,0.98,25.25,5.94,2600.15,High,Murashige & Skoog
Tomato,80.08,0.93,25.37,6.51,2237.98,High,White
Bamboo,102.13,1.37,20.94,6.67,2783.79,Low,Nitsch
Tomato,132.78,2.08,21.24,5.42,1949.9,Medium,Nitsch
Fern,94.81,0.17,21.58,6.32,2970.61,Low,Nitsch
Mango,24.0,0.29,24.46,5.55,1041.04,Medium,Nitsch
Orchid,206.11,2.21,29.63,5.43,4796.48,Medium,Gamborg
Fern,87.82,0.24,16.24,6.21,1604.84,Medium,White
Fern,80.25,0.37,19.68,5.01,1348.49,High,Murashige & Skoog
Orchid,237.88,2.23,27.34,5.14,3837.21,Low,Gamborg
Fern,75.25,0.62,25.01,6.94,2724.41,High,White
Orchid,329.55,4.76,15.24,6.31,3941.73,Low,Murashige & Skoog
Fern,85.44,0.43,27.9,6.02,1656.47,High,Murashige & Skoog
Mango,27.68,0.96,17.63,6.42,2158.63,Medium,Nitsch
Wheat,93.91,0.77,19.19,5.33,2709.41,Low,Gamborg
Tomato,77.43,2.15,19.29,7.32,2939.85,Medium,Murashige & Skoog
Fern,43.71,0.82,20.51,5.22,2113.57,High,White
Cactus,76.27,1.85,18.31,5.55,2748.14,High,Nitsch
Tulip,81.33,0.66,26.25,5.38,1916.65,High,White
Orchid,188.18,1.95,29.23,7.36,4219.88,High,B5
Wheat,10.58,0.8,25.54,6.54,2520.85,High,Murashige & Skoog
Wheat,94.17,0.44,25.62,6.19,2348.8,Medium,White
Wheat,68.19,0.3,25.05,6.17,2547.11,Low,Nitsch
Orchid,355.89,4.71,29.95,6.99,4507.47,Low,Murashige & Skoog
Orchid,332.01,4.66,17.84,7.31,4391.25,High,Murashige & Skoog
Mango,27.99,0.15,23.53,6.63,1421.56,Medium,White
Cactus,134.87,2.36,20.81,5.17,1038.31,High,Nitsch
Fern,17.88,0.35,21.28,5.73,1664.41,Medium,Gamborg
Wheat,33.89,0.65,25.18,5.79,2696.22,High,White
Tomato,125.95,1.2,28.69,5.85,1911.24,Medium,Murashige & Skoog
Apple,41.22,0.49,26.92,5.7,1284.51,High,Nitsch
Orchid,126.7,4.97,23.12,7.46,4877.99,Medium,Nitsch
Bamboo,79.77,0.83,18.6,6.78,1545.9,High,White
Apple,92.19,0.27,15.08,5.15,2809.53,Medium,Gamborg
Tomato,94.14,0.73,29.12,6.96,1924.78,Low,White
Tulip,74.54,0.87,20.35,6.89,1590.14,High,Murashige & Skoog
Fern,27.15,0.27,20.13,6.07,2661.9,Medium,White
Orchid,135.08,3.73,29.25,5.34,4467.77,Low,White
Mango,20.49,0.59,28.54,5.86,2466.0,High,B5
Cactus,173.15,1.63,24.86,7.25,1799.04,Low,Nitsch
Bamboo,51.62,2.15,27.01,5.26,2153.71,High,White
Mango,18.3,0.63,18.39,7.24,2567.0,High,Gamborg
Wheat,25.53,0.61,19.45,7.35,2637.48,Medium,Murashige & Skoog
Wheat,97.28,0.49,20.21,5.13,1105.53,Low,White
Orchid,175.86,3.31,20.39,7.06,4641.39,Medium,Nitsch
Tomato,102.62,1.23,27.09,5.82,1418.12,Low,Murashige & Skoog
Fern,60.91,0.26,17.09,6.44,2523.77,Low,Murashige & Skoog
Cactus,80.64,0.53,25.19,5.19,1841.52,Medium,B5
Cactus,96.77,1.0,24.81,6.55,1664.22,Low,White
Wheat,47.59,0.2,24.19,7.35,2323.56,Low,Gamborg
Tomato,84.72,1.86,29.1,5.12,1639.3,Low,Murashige & Skoog
Wheat,32.98,0.2,20.32,6.03,2351.65,Medium,White
Bamboo,133.45,0.56,28.61,5.39,1440.18,Low,B5
Tomato,84.71,1.5,25.97,7.4,1440.89,High,Nitsch
Tomato,106.94,1.13,19.29,5.23,1629.65,Medium,Nitsch
Cactus,167.14,1.3,21.66,7.23,2316.11,Medium,Nitsch
Fern,94.89,0.31,16.61,6.92,2000.95,Medium,B5
Mango,59.27,0.35,28.52,5.54,2768.71,High,Gamborg
Tulip,10.57,0.98,29.49,5.99,2456.74,Low,Gamborg
Fern,21.92,0.44,24.29,6.14,2560.38,Low,Nitsch
Wheat,51.37,0.49,19.57,5.5,1131.38,Low,White
Bamboo,131.97,1.33,17.4,5.43,1836.29,Low,Nitsch
Tulip,90.82,0.18,20.9,5.25,1033.18,Medium,Gamborg
Bamboo,100.34,0.65,18.52,7.08,2896.5,High,Nitsch
Wheat,33.81,0.35,19.17,5.09,2853.83,High,Gamborg
Orchid,102.91,4.43,25.97,7.37,4563.23,High,B5
Bamboo,196.07,1.59,19.13,6.77,1542.98,High,Nitsch
Wheat,59.49,0.15,21.39,7.08,2611.3,Low,Murashige & Skoog
Mango,33.34,0.18,16.35,5.48,1101.12,High,Nitsch
Cactus,62.53,0.92,26.29,5.13,1985.07,Low,White
Tomato,122.66,1.89,23.29,5.54,1417.18,Low,Nitsch
Wheat,23.85,0.23,19.02,5.9,1816.91,Medium,White
Fern,13.12,0.45,25.46,5.48,2283.01,Low,Nitsch
Fern,40.36,0.38,16.83,5.28,2296.21,High,Murashige & Skoog
Bamboo,150.96,2.15,20.95,5.39,2475.9,Low,Nitsch
Fern,70.41,0.34,16.22,7.48,1312.4,High,Nitsch
Tomato,75.36,1.2,26.43,6.27,2275.8,High,White
Rose,230.31,2.79,24.28,6.66,4001.42,Medium,Gamborg
Wheat,94.1,0.72,27.35,6.39,2559.03,Medium,B5
Orchid,366.97,4.97,19.41,5.53,4530.73,Medium,Murashige & Skoog
Tulip,87.9,0.19,16.89,7.45,2347.68,Low,Gamborg
Tomato,151.47,1.69,24.05,6.71,2150.72,Medium,Nitsch
Bamboo,91.39,2.04,18.39,6.73,1466.67,Low,Murashige & Skoog
Fern,29.68,0.15,16.96,6.51,2698.89,High,Gamborg
Apple,99.72,0.27,23.91,6.03,1252.77,Medium,Murashige & Skoog
Tulip,17.34,0.33,15.42,6.58,1852.8,Medium,Gamborg
Rose,299.15,4.86,15.76,7.23,4153.76,Low,Gamborg
Wheat,55.03,0.16,16.35,6.5,1681.92,Medium,Nitsch
Fern,22.9,0.74,19.4,6.31,2395.67,Low,Murashige & Skoog
Bamboo,142.17,1.66,18.8,6.89,1163.33,Low,Nitsch
Bamboo,98.87,0.76,21.64,5.11,2369.25,Low,White
Wheat,60.09,0.41,17.02,5.24,2663.04,High,Nitsch
Rose,195.48,4.58,24.67,5.72,3597.57,High,Nitsch
Orchid,104.09,2.29,23.32,5.37,3184.2,Low,Nitsch
Bamboo,134.86,1.53,16.28,6.37,1759.96,Low,Nitsch
Cactus,108.31,0.98,16.42,5.79,1193.29,High,Nitsch
Wheat,98.86,0.5,22.98,7.18,2991.14,Medium,Gamborg
Orchid,196.01,2.91,19.77,6.22,4719.11,Low,Nitsch
Tomato,104.7,1.98,25.0,5.3,2145.29,Low,Nitsch
Wheat,88.56,0.55,25.95,6.55,1373.28,Low,Nitsch
Bamboo,123.81,2.09,18.49,5.57,2102.1,Medium,Nitsch
Tomato,121.77,1.67,23.12,5.22,1114.05,High,Nitsch
Tomato,137.84,1.59,18.51,6.59,2640.14,Medium,Nitsch
Rose,249.44,3.76,18.78,5.77,4227.28,Low,Gamborg
Tomato,171.49,1.67,25.95,5.91,2281.93,Low,Nitsch
Apple,73.04,0.79,20.06,7.35,2059.43,Low,Murashige & Skoog
Apple,84.99,0.37,29.5,6.57,2861.28,High,B5
Fern,59.54,0.81,19.77,6.45,1691.25,Low,White
Tomato,61.51,0.83,15.92,6.25,1212.67,Medium,Nitsch
Mango,98.72,0.1,24.21,6.54,1914.89,Medium,Murashige & Skoog
Tulip,75.74,0.22,17.96,5.45,1524.94,Low,B5
Fern,88.14,0.37,17.44,6.69,1076.17,High,B5
Bamboo,132.85,1.69,28.08,6.44,1690.96,High,Nitsch
Rose,258.99,3.71,23.89,5.37,3344.17,Low,Gamborg
Tomato,72.72,1.37,23.94,5.2,2879.14,Medium,Murashige & Skoog
Bamboo,80.12,1.13,26.87,7.29,1719.59,Medium,White
Wheat,71.06,0.39,29.82,5.81,1788.27,Medium,Gamborg
Cactus,113.4,2.49,15.16,7.24,1298.28,Medium,Nitsch
Wheat,98.43,0.18,27.22,5.7,1264.36,High,B5
Bamboo,53.62,0.73,16.91,5.47,1918.66,Medium,White
Tulip,49.83,0.14,27.31,7.07,2176.0,Low,B5
Mango,59.92,0.84,24.47,6.96,2197.13,High,Gamborg
Wheat,64.46,0.3,24.38,6.43,1369.68,Low,White
Tulip,35.5,0.85,23.14,5.93,2250.66,High,Gamborg
Tomato,161.34,0.99,23.97,5.96,2709.61,Low,Nitsch
Tomato,182.53,1.04,17.91,6.19,1014.67,High,Nitsch
Mango,61.65,0.61,28.17,6.39,2919.58,Low,B5
Apple,91.25,0.57,21.77,5.83,2178.43,Low,Murashige & Skoog
Rose,150.97,1.51,16.85,6.3,3491.69,Low,Nitsch
Wheat,99.06,0.72,29.23,5.36,1764.28,Medium,Nitsch
Rose,301.72,1.68,15.83,5.83,4531.94,Low,Nitsch
Orchid,106.67,4.95,15.62,7.42,4099.73,High,Nitsch
Cactus,64.54,0.86,26.96,6.69,2093.86,Medium,Nitsch
Rose,288.32,3.59,27.66,5.81,4374.59,Medium,Gamborg
Fern,75.72,0.54,24.46,6.85,2224.55,Medium,Gamborg
Rose,343.14,2.09,25.97,5.93,4043.77,Low,Murashige & Skoog
Cactus,153.81,0.78,21.24,6.37,1805.48,High,Nitsch
Fern,15.33,0.67,26.53,7.49,1022.16,High,White
Tulip,91.63,0.99,18.12,5.89,2338.44,High,Gamborg
Wheat,63.01,0.94,20.25,5.61,2311.81,High,Gamborg
Rose,120.75,4.31,18.82,6.18,3086.63,High,Nitsch
Fern,39.75,0.77,21.19,5.49,2026.35,Low,White
Orchid,139.95,2.05,21.29,6.5,4027.42,Low,Nitsch
Tulip,10.58,0.55,19.28,6.84,1047.89,Medium,B5
Mango,21.57,0.62,15.91,5.08,2428.83,Low,White
Tomato,184.49,0.89,15.34,7.15,2154.23,Low,Nitsch
Rose,288.09,4.23,24.17,5.74,3511.49,Medium,Gamborg
Tomato,74.69,0.86,26.86,5.96,1871.99,Low,White
Tulip,16.06,0.85,17.66,6.81,2545.34,Low,Nitsch
Rose,184.99,2.6,27.18,5.03,4298.76,Low,White
Apple,36.42,0.34,19.99,6.39,2414.03,Low,Nitsch
Rose,365.77,4.26,15.28,6.84,3416.8,Low,Murashige & Skoog
Mango,67.46,0.39,15.86,5.34,1001.86,Low,White
Tulip,87.32,0.55,25.12,5.6,2516.08,High,B5
Fern,46.96,0.29,29.65,6.61,2869.09,Medium,B5
Tomato,182.94,0.8,17.28,5.82,1108.93,Low,Nitsch
Rose,389.56,2.71,24.48,6.82,3733.92,High,B5
Fern,38.19,0.67,20.97,5.02,2046.81,Medium,Murashige & Skoog
Bamboo,169.26,1.15,26.48,5.36,2315.43,High,Gamborg
Orchid,118.73,2.94,16.64,5.62,3633.89,High,Nitsch
Tulip,59.13,0.93,28.07,6.96,1547.4,Medium,B5
Wheat,86.8,0.4,15.81,6.67,1462.56,High,Gamborg
Rose,119.11,1.71,15.08,6.11,3168.51,Medium,Nitsch
Mango,31.21,0.95,28.07,5.72,2566.43,High,Murashige & Skoog
Orchid,279.35,1.33,24.7,6.56,4276.7,Low,Gamborg
Mango,87.37,0.96,18.27,5.22,1389.07,High,Gamborg
Tulip,59.4,0.27,25.81,6.28,2208.63,High,White
Tomato,156.41,0.71,27.58,6.68,2394.05,High,Murashige & Skoog
Mango,22.53,0.65,19.59,5.82,1141.83,High,B5
Bamboo,84.96,1.89,24.44,7.16,1264.58,Low,Nitsch
Orchid,166.46,1.22,18.83,6.32,3343.19,Medium,Nitsch
Fern,51.63,0.13,16.83,6.04,1126.26,High,B5
Orchid,235.38,4.48,22.95,6.17,3821.42,Medium,Gamborg
Tomato,184.26,2.21,25.1,5.34,1553.74,High,B5
Bamboo,126.93,1.14,23.94,7.49,1870.52,High,Nitsch
Apple,61.37,0.53,27.93,5.26,2107.65,Medium,B5
Wheat,77.76,0.76,28.14,6.81,1463.68,Low,Nitsch
Bamboo,86.33,0.65,26.16,6.78,1469.0,High,Nitsch
Fern,19.72,0.31,26.25,5.69,2249.33,Medium,White
Orchid,233.26,3.7,22.63,7.15,4732.07,High,Gamborg
Tulip,58.15,0.13,27.12,5.8,2124.86,Medium,B5
Orchid,365.95,2.59,27.94,5.67,4069.32,Low,Gamborg
Tulip,31.13,0.84,20.06,7.07,1001.2,Low,Murashige & Skoog
Orchid,170.07,1.27,17.81,6.39,3582.72,High,Nitsch
Fern,97.97,0.83,26.06,6.34,2680.0,Medium,B5
Wheat,99.44,0.38,25.11,7.11,2831.62,High,Gamborg
Apple,16.35,0.92,17.85,7.05,2089.26,Low,Murashige & Skoog
Tomato,121.48,1.98,17.09,6.1,1965.7,Medium,Nitsch
Orchid,350.93,3.01,15.22,7.01,4961.59,Low,Murashige & Skoog
Wheat,55.33,0.89,29.29,6.89,1890.91,High,B5
Tulip,27.48,0.5,27.45,6.64,1822.41,Low,White
Tulip,17.87,0.44,21.2,5.1,1547.98,High,Nitsch
Tulip,76.12,0.73,27.79,5.29,2411.91,Medium,B5
Orchid,252.44,3.48,22.17,6.2,4535.94,High,Gamborg
Wheat,66.99,0.51,22.97,6.86,2651.88,High,B5
Wheat,83.83,0.61,25.07,7.32,2238.34,Medium,B5
Bamboo,132.79,0.98,21.39,7.42,2315.53,High,Nitsch
Mango,62.79,0.57,26.39,6.78,1386.32,High,B5
Tulip,26.21,0.2,28.26,5.86,2367.74,Medium,B5
Orchid,356.1,3.9,20.41,5.22,3404.3,Medium,Murashige & Skoog
Mango,58.96,0.31,27.73,5.99,1491.1,Low,Nitsch
Orchid,133.45,3.28,23.72,6.79,3480.44,Medium,Nitsch
Wheat,35.41,0.17,28.15,6.82,1602.93,Low,B5
Orchid,211.62,4.04,20.08,7.38,4475.86,High,Gamborg
Apple,38.26,0.55,18.25,7.18,1174.22,Medium,Murashige & Skoog
Tulip,40.79,0.97,21.67,6.22,1703.3,Medium,Gamborg
Orchid,189.77,2.72,19.68,6.81,4592.6,Medium,Nitsch
Tomato,197.87,2.08,24.02,5.85,2089.19,Low,Nitsch
Fern,45.55,0.15,21.03,6.68,1900.7,Low,Nitsch
Fern,67.13,0.27,26.24,6.36,1408.13,High,Murashige & Skoog
Tulip,12.42,0.44,16.59,6.33,1791.56,Medium,Nitsch
Orchid,369.39,3.1,25.61,5.63,3893.45,Medium,Murashige & Skoog
Cactus,80.9,0.5,15.59,7.44,1484.71,High,Murashige & Skoog
Rose,145.94,3.91,24.0,6.83,4539.49,Medium,Nitsch
Tomato,101.25,1.8,16.03,7.24,1238.76,High,Nitsch
Fern,63.76,0.45,22.1,7.14,1680.01,High,White
Cactus,166.52,2.2,17.73,6.08,1331.0,High,Nitsch
Cactus,130.3,1.77,17.95,5.53,1082.99,Low,Nitsch
Apple,60.38,0.87,25.0,6.09,2906.24,Medium,B5
Fern,57.48,0.33,15.79,6.82,1242.61,Medium,Gamborg
Orchid,269.32,3.4,17.49,5.95,4234.39,Medium,Gamborg
Cactus,68.62,0.74,25.82,5.46,1656.77,High,Murashige & Skoog
Apple,46.71,0.35,17.05,6.82,2626.3,Low,B5
Fern,77.5,0.82,17.05,5.17,2786.81,High,Murashige & Skoog
Orchid,317.41,4.35,27.94,5.79,4704.42,Medium,Murashige & Skoog
Tulip,14.47,0.66,15.95,5.81,2345.51,Low,White
Apple,31.29,0.54,21.44,5.19,1212.32,Medium,Gamborg
Tulip,55.44,0.79,15.93,6.44,1238.42,Medium,Murashige & Skoog
Bamboo,113.74,1.27,25.79,6.37,2887.56,Medium,B5
Orchid,217.98,3.47,27.91,5.87,4307.57,Medium,Gamborg
Mango,65.55,0.9,18.47,6.01,2986.53,Medium,B5
Tulip,87.86,0.64,25.51,5.71,2261.54,Low,Gamborg
Tulip,78.2,0.35,19.77,7.31,1112.45,Medium,Murashige & Skoog
Cactus,74.69,0.63,19.76,5.55,2030.61,Medium,B5
Rose,104.81,4.85,20.65,6.51,3159.43,Low,Nitsch
Wheat,93.93,0.62,16.89,6.45,2532.69,High,White
Cactus,78.79,1.94,19.07,5.79,2689.94,High,Nitsch
Tomato,95.14,0.87,26.35,6.19,1451.58,Medium,White
Cactus,199.33,1.4,18.79,6.11,2694.54,Low,Nitsch
Wheat,95.69,0.41,29.79,7.1,2617.14,Medium,Murashige & Skoog
Tulip,83.5,0.9,16.3,6.35,2826.46,Medium,Nitsch
Mango,20.87,0.98,17.8,6.11,1976.24,Medium,Gamborg
Tulip,48.58,0.67,18.23,6.57,2847.33,High,B5
Apple,31.2,0.38,20.99,5.61,1406.98,Medium,Nitsch
Rose,114.1,2.36,21.08,5.6,4257.75,Low,Nitsch
Cactus,77.1,2.4,18.28,5.82,2512.38,Low,Murashige & Skoog
Rose,322.71,1.91,15.88,5.75,3948.62,High,B5
Orchid,219.99,1.23,23.75,7.21,3303.49,Low,Gamborg
Fern,81.61,0.17,19.23,6.46,1512.83,Low,Gamborg
Rose,357.05,2.87,20.4,6.34,4434.73,High,Nitsch
Bamboo,163.54,1.88,27.95,7.49,1853.72,High,White
Mango,75.42,0.89,18.31,5.4,1124.41,High,Nitsch
Cactus,110.25,1.51,27.59,6.63,2230.13,Medium,Nitsch
Bamboo,157.31,2.45,18.02,5.02,1150.6,High,Nitsch
Rose,346.16,1.03,21.85,5.82,3104.96,Medium,B5
Tulip,73.87,0.99,15.75,5.24,2440.91,High,White
Cactus,61.88,0.59,15.29,5.47,1828.82,Medium,Gamborg
Tomato,167.53,0.52,26.43,7.23,1865.68,Low,Nitsch
Tulip,32.58,0.56,28.63,6.96,1974.81,High,Nitsch
Bamboo,132.1,2.28,18.94,6.18,1648.66,Low,Nitsch
Tomato,110.75,2.5,15.82,6.45,1165.14,High,Nitsch
Apple,49.56,0.56,18.88,5.79,1173.93,Low,Gamborg
Cactus,135.63,2.32,15.09,7.03,2896.74,High,Nitsch
Fern,24.53,0.96,23.06,5.04,1515.26,High,Nitsch
Tomato,159.97,2.49,19.31,6.35,2066.65,Low,Nitsch
Bamboo,196.62,2.21,22.47,6.51,1454.52,High,Nitsch
Mango,72.55,0.56,29.85,6.53,1741.95,High,Gamborg
Wheat,44.61,0.41,21.48,6.95,1968.35,Low,Gamborg
Fern,81.7,0.4,25.58,5.47,2501.2,Medium,Gamborg
Wheat,56.0,0.5,29.5,6.43,2726.86,High,Murashige & Skoog
Rose,360.39,3.33,25.77,5.93,3184.9,Medium,Murashige & Skoog
Apple,88.04,0.32,29.5,7.4,1495.26,Medium,Nitsch
Wheat,97.0,0.5,19.81,6.32,2375.54,High,Nitsch
Fern,19.58,0.84,17.08,6.87,1095.83,Medium,White
Rose,102.04,4.06,22.71,6.95,4044.99,Medium,Nitsch
Orchid,172.48,3.73,25.74,6.52,3177.16,High,B5
Fern,54.29,0.99,19.17,5.99,2374.38,Medium,B5
Cactus,119.05,0.94,17.01,7.38,1145.33,Low,Nitsch
Orchid,286.07,3.18,16.88,5.72,3477.5,Medium,Gamborg
Tomato,111.67,1.91,18.26,5.92,1781.83,High,Nitsch
Tomato,170.02,0.98,16.02,5.79,1533.59,Low,Nitsch
Mango,18.23,0.77,15.19,6.61,1365.73,Low,Gamborg
Orchid,310.47,1.04,21.14,5.82,4386.76,Medium,Gamborg
Wheat,87.6,0.83,29.76,7.27,2703.58,Low,Murashige & Skoog
Apple,69.61,0.65,28.73,5.39,2503.6,Low,Gamborg
Tomato,89.11,1.54,25.83,5.44,2093.76,Medium,Gamborg
Mango,12.44,0.5,19.45,7.32,1249.23,Low,B5
Rose,233.85,3.22,19.47,6.14,3327.11,High,Gamborg
Fern,37.16,0.91,24.43,6.1,1077.51,Low,Murashige & Skoog
Bamboo,89.83,2.11,18.78,7.06,1170.54,Low,Gamborg
Tulip,33.86,0.49,29.99,5.55,1206.43,Medium,Gamborg
Rose,363.14,3.11,22.01,5.27,4299.11,Low,Murashige & Skoog
Wheat,84.54,0.66,16.13,5.28,1098.62,High,B5
Cactus,70.03,1.27,27.32,7.42,1907.85,High,Gamborg
Apple,93.91,0.87,17.56,6.09,1928.0,Low,Nitsch
Orchid,399.46,1.3,18.35,6.02,3695.56,Medium,Gamborg
Bamboo,173.28,1.79,24.71,5.32,2300.37,High,Nitsch
Orchid,373.55,2.76,15.6,5.91,4652.78,Low,B5
Cactus,178.75,1.43,26.76,7.37,1550.34,Medium,White
Orchid,201.47,4.66,29.72,6.65,4633.78,Low,Gamborg
Tulip,74.38,0.34,19.74,5.31,2311.02,Low,White
Tomato,180.45,2.28,21.74,6.15,1153.94,Medium,Nitsch
Fern,55.09,0.62,17.06,7.34,1703.86,Low,White
Wheat,27.32,0.19,28.67,7.05,2520.07,Medium,B5
Apple,57.43,0.62,25.26,6.88,2454.9,Low,White
